company_name,sector,revenue,ebitda,ebitda_margin,net_profit_margin,debt_to_equity,interest_coverage,current_ratio,quick_ratio,roa,roe,operating_cash_flow,total_debt,dscr,promoter_holding,company_age,market_cap,external_macro_risk_flag,qualitative_risk_score,credit_rating
Chanakya Agri,Automobile,42114.23,28344.02,23.87,11.24,0.49,10.79,1.56,1.76,14.63,18.55,6217.61,15653.55,2.14,56.66,46.66,46202.04,0,3.1,AA-
Radha Agri,Infrastructure & Construction,8288.91,2732.85,23.11,27.87,0.36,23.12,2.81,1.9,10.26,23.75,16234.49,13122.62,7.43,60.99,81.62,41192.53,0,1.2,AAA
Vijay Corporation,Real Estate,6121.55,703.2,3.01,3.46,3.2,0.64,0.76,0.61,0.83,8.57,410.8,11436.61,0.95,4.3,10.0,3719.55,0,7.7,B-
Durga Enterprises,Pharmaceuticals,56248.3,11405.73,17.56,11.44,0.92,5.1,2.41,0.91,8.79,17.94,4746.21,19918.01,2.74,61.74,26.0,17932.36,0,3.8,A-
Vijay Chemicals,Pharmaceuticals,48141.43,10916.99,30.9,16.46,0.58,6.94,1.58,1.14,4.47,13.86,8180.14,27009.67,1.92,33.72,57.34,59754.82,0,3.9,A
Sagar Finance,Steel & Metals,36891.86,4240.92,1.06,15.96,0.46,3.25,1.06,0.81,5.57,4.79,2337.56,33768.11,1.38,31.32,22.61,14924.88,0,4.0,BBB
Parvati Ceramics,Banking & Financial Services,100767.38,31143.16,22.54,15.36,0.27,10.18,2.91,2.73,13.82,15.93,21528.93,13578.76,4.77,65.8,68.82,203550.22,0,1.8,AAA
Sagar Enterprises,FMCG,67143.75,12902.49,24.17,12.52,0.5,8.25,1.86,1.1,7.39,11.14,10229.32,38245.56,2.95,51.49,23.83,10.0,0,2.9,A+
Krishna Limited,Media & Entertainment,6070.34,3578.72,19.06,7.61,1.76,2.56,1.36,0.99,7.18,11.32,2740.42,141.88,1.35,61.15,10.0,40144.89,0,4.4,BBB-
Arjun Chemicals,Automobile,6679.51,6791.91,22.06,7.64,1.25,2.72,1.44,0.83,4.84,16.43,2327.89,7423.74,1.12,49.53,16.39,23699.05,0,5.6,BBB
Laxmi Exports,Infrastructure & Construction,163.9,-481.48,-20.71,-11.25,7.51,-0.03,0.48,0.34,-12.84,-26.54,9.32,12524.8,0.18,14.72,10.0,798.18,1,9.0,D
Jai Technologies,Aviation,7562.41,1191.73,19.15,5.21,1.53,4.15,1.24,1.39,2.08,15.98,3073.99,10.0,2.6,59.67,19.72,5529.19,0,6.9,BBB
Indus Holdings,Chemicals,13379.13,1813.85,21.34,5.45,0.51,7.99,1.99,1.16,8.05,13.23,5752.01,16572.83,2.34,44.67,23.29,81317.33,0,2.8,A-
Chanakya Limited,Banking & Financial Services,2028.03,1074.18,18.62,0.92,1.7,2.07,1.12,0.71,4.73,8.36,1307.48,21893.8,1.47,64.18,28.65,21948.82,0,6.0,BB+
Sagar Chemicals,FMCG,6541.94,648.65,12.68,-1.9,2.95,0.66,1.0,0.57,1.72,-2.64,437.97,13648.48,0.84,64.25,10.0,3855.66,1,7.7,B
Saraswati Engineering,Steel & Metals,19109.02,1251.05,7.73,9.61,1.62,0.72,0.96,0.55,0.3,5.91,757.87,27805.28,1.39,50.17,10.85,13309.6,0,6.8,BB+
Kiran Foods,Automobile,2633.78,-479.41,1.33,-1.1,4.48,0.12,0.63,0.3,-6.08,-4.76,-88.21,17027.56,0.47,17.63,10.0,549.73,1,9.9,C
Surya Industries,Automobile,17774.5,1869.28,10.48,-0.08,1.93,1.37,1.56,0.48,3.58,4.38,794.29,22660.68,1.51,41.15,24.09,4025.18,0,7.3,BB
Konkan Capital,Cement,4996.3,214.73,3.88,4.05,1.63,0.53,1.02,0.53,-1.18,8.4,-129.88,10404.56,0.65,30.53,10.0,4785.7,0,8.3,B+
Kaveri Enterprises,Automobile,34770.79,28931.15,13.57,9.66,0.85,11.42,2.37,1.77,12.71,19.2,5204.57,31818.29,4.46,72.28,68.46,119828.56,0,3.9,AA
Shakti Ceramics,Pharmaceuticals,2909.25,1470.37,8.97,2.71,2.26,2.2,1.28,0.64,2.74,4.69,680.56,14812.38,1.75,38.37,10.0,16370.55,0,6.4,BB+
Ganga Steel,Automobile,22130.12,3238.83,29.69,12.21,0.28,6.66,2.28,1.35,5.75,11.04,2330.72,50824.87,2.74,31.86,36.61,54231.1,0,2.7,A-
Radha Textiles,Energy & Oil,4361.05,5173.27,16.24,9.44,1.3,3.89,1.26,0.95,7.33,15.24,300.23,17500.89,2.22,70.58,41.82,8063.63,0,5.0,BBB+
Indus Capital,Real Estate,25444.17,4576.56,8.68,9.65,1.6,3.48,1.33,0.61,6.37,11.63,840.07,16089.92,1.88,41.3,24.03,10.0,0,5.0,BBB-
Ganga Textiles,Telecom,350.97,-837.91,1.17,-7.21,4.32,0.56,0.78,0.37,-5.76,-10.09,-31.62,19779.22,0.38,45.72,10.0,1304.55,0,9.8,C
Surya Engineering,Energy & Oil,1807.17,-819.05,-0.46,-25.66,6.32,-2.08,0.45,0.09,-10.37,-41.62,298.85,10757.87,0.44,7.77,12.2,10.0,0,9.0,D
Konkan Polymers,FMCG,21936.78,5175.77,15.43,6.96,0.67,6.23,2.27,1.4,10.92,9.09,4268.12,38665.07,3.07,41.67,43.21,34061.8,1,3.9,A+
Vivek Logistics,Cement,8030.85,781.67,7.77,0.79,1.56,2.88,1.21,0.99,3.77,5.16,-189.48,6731.46,1.0,31.52,25.85,13823.53,0,5.9,BB+
Arjun Limited,Banking & Financial Services,15987.24,2473.01,9.07,5.42,2.54,1.95,1.12,0.67,-0.54,7.21,374.08,5246.51,1.33,21.68,24.45,10901.6,0,6.4,BB+
Bharat Exports,Aviation,8576.02,10876.52,20.94,13.05,0.95,4.72,1.19,1.64,9.72,12.86,7636.44,46869.6,3.71,45.23,14.13,10483.55,0,4.7,A
Vindhya Enterprises,Aviation,31788.86,9825.71,21.3,13.87,0.5,6.16,2.74,1.54,18.44,13.31,20539.2,38696.14,3.39,54.05,28.18,45410.71,0,2.5,AA
Surya Textiles,Cement,15905.79,51522.06,28.18,20.33,0.17,13.66,2.59,2.0,13.96,26.02,20044.98,20634.26,4.99,63.85,50.17,300311.17,0,1.5,AAA
Vivek Textiles,Cement,7209.63,1049.67,9.56,4.09,1.77,1.55,1.34,0.97,5.68,5.19,1199.86,10.0,1.45,21.61,10.13,9993.35,0,5.9,BB
Surya Limited,Power & Utilities,10151.84,4459.25,10.34,7.84,1.05,4.48,1.65,0.54,7.09,9.17,2925.33,8733.1,1.99,78.62,25.27,13102.28,1,3.8,BBB+
Shri Capital,Infrastructure & Construction,1669.38,-374.85,-26.39,-33.13,7.05,-0.53,0.23,0.31,-12.37,-39.3,-833.85,16742.77,-0.11,10.68,10.0,475.76,0,10.0,D
Vikram Engineering,Energy & Oil,48221.32,8991.26,16.94,10.17,0.89,3.38,2.33,1.9,7.41,16.42,10743.21,57333.41,4.05,31.17,28.21,65020.65,0,4.9,A-
Arjun Logistics,Energy & Oil,1777.63,-826.37,-19.3,-31.0,6.41,-1.11,0.54,0.11,-22.47,-46.05,-1114.15,4721.54,0.13,7.2,10.0,74.69,0,9.1,D
Ashoka Power,Steel & Metals,19248.83,10600.76,15.05,10.57,0.64,7.62,1.74,1.67,5.12,14.8,3696.44,9609.31,2.75,72.8,21.77,46176.35,0,2.3,A-
Radha Power,Textiles,4063.74,840.01,8.38,3.32,0.81,1.5,1.28,0.53,2.47,7.88,330.64,19415.24,0.74,54.44,20.93,8333.99,1,6.2,BB
Radha Exports,Energy & Oil,34553.6,23607.81,36.04,13.23,0.48,13.14,2.16,1.84,13.34,15.75,13515.65,21925.69,2.58,48.1,32.21,155711.19,0,3.1,AA+
Ganga Logistics,Pharmaceuticals,19401.11,3825.65,16.39,9.22,1.39,1.81,1.16,0.74,7.21,15.96,-1404.29,38777.78,1.84,60.15,29.06,41605.93,0,3.9,BBB+
Arun Pharma,Media & Entertainment,7471.63,1612.52,9.14,5.97,1.76,1.52,0.88,0.72,3.31,1.12,331.95,10.0,1.01,58.76,10.0,12218.96,0,7.7,BB
Aarav Engineering,FMCG,4400.54,700.45,-0.48,-3.72,2.52,1.2,1.12,0.51,1.29,3.64,160.58,11420.2,0.59,39.2,13.17,1899.97,0,8.3,B-
Deccan Ceramics,Cement,11386.88,366.05,10.4,1.27,1.86,1.27,1.47,0.96,4.73,10.16,637.64,11743.9,1.72,39.69,10.0,14044.8,1,7.7,BB-
Sahyadri Infra,Automobile,89718.79,23759.98,40.68,12.31,0.18,10.56,1.48,2.44,12.33,26.53,21501.78,19857.14,4.32,55.89,56.8,291916.82,0,1.0,AAA
Surya Ventures,Pharmaceuticals,8417.67,8418.73,17.23,11.71,0.73,5.11,1.92,1.49,12.91,18.03,12374.73,15720.99,1.52,51.83,42.3,71034.85,0,1.5,A
Deccan Finance,Power & Utilities,81324.42,16348.24,15.74,18.89,0.53,11.14,2.7,1.77,6.58,17.43,1294.13,29788.74,5.2,45.59,31.93,47057.84,0,2.8,AA+
Ashoka Enterprises,Infrastructure & Construction,38923.27,18567.71,31.39,20.41,0.28,14.16,2.93,2.22,10.53,14.99,5094.55,8778.64,3.81,66.48,61.6,70866.57,0,2.4,AA
Ashoka Chemicals,Steel & Metals,8647.2,4471.5,16.81,8.43,1.34,4.24,1.58,0.79,6.79,11.77,1717.69,22810.76,1.97,60.98,13.54,39874.77,0,4.6,BBB-
Durga Agri,Textiles,5316.21,398.91,3.04,6.03,2.99,0.71,0.91,0.95,2.93,9.5,738.97,10193.73,1.13,8.65,10.0,13689.68,0,7.6,BB+
Shri Textiles,Telecom,10204.35,-604.86,7.46,7.97,2.77,3.09,1.09,0.54,2.94,7.04,1739.34,18277.91,1.21,43.03,21.2,11758.64,1,5.7,BB
Bharat Ventures,Real Estate,8111.68,-174.36,11.55,-4.73,2.03,1.49,0.9,0.4,1.64,3.27,135.19,7008.62,0.79,26.27,26.61,2399.96,1,7.1,B+
Surya Agri,Energy & Oil,16884.75,-111.25,11.44,3.28,0.95,1.34,1.23,0.63,3.39,12.19,902.36,1464.88,0.95,38.0,15.18,8912.08,1,7.9,BB+
Saraswati Pharma,FMCG,7981.4,278.24,14.62,7.79,1.94,1.8,1.31,0.76,-0.08,8.69,1335.35,30410.87,0.98,45.17,19.98,8512.3,0,6.5,BB
Konkan Ceramics,Chemicals,55293.74,19184.77,32.32,12.97,0.47,8.73,1.92,0.95,11.07,19.92,10069.4,21892.51,4.22,72.11,35.7,29703.27,0,4.0,AA+
Vijay Technologies,Aviation,9103.79,10425.61,25.79,2.54,0.92,7.21,1.69,1.07,6.52,13.69,4791.62,20638.34,2.52,66.29,17.43,10.0,0,3.3,A+
Param Enterprises,Automobile,11117.68,2777.57,16.05,6.43,1.4,2.35,1.31,0.45,7.34,10.47,3706.19,25718.9,2.07,47.91,27.88,5580.73,1,4.9,BBB
Narmada Solutions,Real Estate,1960.67,898.91,6.5,-1.15,2.28,1.07,0.89,0.64,1.1,-2.56,-445.27,9011.13,0.94,29.56,19.42,2882.78,1,8.4,B+
Vindhya Finance,Aviation,122051.47,9557.86,30.12,26.11,0.28,17.77,1.97,2.96,11.63,12.03,14839.87,10.0,3.37,82.47,47.4,57221.28,0,1.0,AAA
Sagar Limited,Real Estate,23645.19,1220.91,16.35,4.56,2.24,4.1,1.36,0.93,3.89,8.72,1080.89,40139.95,1.52,22.45,12.34,33915.87,0,4.9,BBB+
Sahyadri Solutions,Steel & Metals,26698.14,1445.67,18.16,6.0,1.43,3.03,1.33,1.21,6.5,10.5,1651.08,39189.77,2.09,43.31,17.47,35373.46,0,4.9,BBB-
Durga Finance,Automobile,84599.01,28053.56,29.6,26.02,0.4,17.66,3.62,2.0,16.07,27.02,27171.34,22327.99,5.95,77.66,44.21,184477.92,1,1.2,AAA
Nav Corporation,Automobile,10.0,13686.89,14.87,12.68,0.37,7.24,1.49,0.9,8.49,12.2,3703.36,30576.84,3.44,42.18,20.11,50704.51,0,4.7,A
Ganesh Limited,IT & Technology,786.01,288.71,9.7,6.92,1.71,0.63,0.98,0.51,-0.14,3.98,664.83,1524.14,1.17,26.38,14.07,6977.13,0,7.3,B
Deccan Foods,Chemicals,22181.76,2653.67,17.61,7.39,1.54,1.83,1.1,0.65,4.89,6.41,1254.7,6709.9,2.54,36.11,11.13,23725.08,0,4.9,BBB-
Shri Chemicals,Media & Entertainment,29303.05,13308.41,24.39,13.7,0.63,6.91,1.26,1.08,11.58,20.21,7749.94,10.0,1.83,43.85,29.94,12487.67,0,4.9,A+
Indus Industries,FMCG,5202.51,476.59,0.93,-3.92,1.52,0.16,0.92,0.66,-0.45,3.59,640.7,27661.58,0.99,32.38,16.43,6379.52,0,8.7,B+
Prem Foods,Cement,20197.44,5092.67,18.23,13.28,0.47,5.43,2.01,1.38,8.95,13.7,8774.84,43846.24,3.6,57.13,43.27,76131.82,0,4.5,A
Vikram Agri,Chemicals,3733.77,80.91,3.96,0.0,2.91,0.65,1.14,0.39,-1.45,2.46,-52.77,1934.13,0.64,23.58,12.06,1448.82,1,7.5,B+
Arun Corporation,Telecom,48256.35,14118.35,20.74,12.9,0.75,6.96,1.96,1.76,3.28,14.06,7356.76,27605.74,2.05,36.41,41.68,27292.22,0,4.2,A+
Sagar Agri,Infrastructure & Construction,19589.83,2768.25,10.43,7.66,1.69,1.56,0.93,0.84,4.95,9.51,3657.07,33066.01,1.94,54.73,26.72,20142.62,0,4.2,BBB
Himalaya Exports,Cement,5683.47,6831.73,21.16,6.2,0.82,4.25,1.37,1.08,5.2,17.43,5327.98,40228.21,2.45,47.13,54.48,1308.19,0,4.8,A
Nav Industries,Pharmaceuticals,43784.71,6012.88,27.13,10.71,0.59,5.22,1.57,0.97,10.78,11.91,5881.41,6343.42,2.82,38.13,17.83,46721.36,0,3.9,A+
Vijay Industries,Banking & Financial Services,5527.36,354.53,3.66,3.37,2.05,1.42,1.15,0.47,-0.04,0.82,-240.09,8244.78,1.13,19.32,19.95,1916.39,0,7.0,B+
Arun Foods,Cement,46400.45,7628.72,20.87,21.35,0.59,13.09,1.54,1.86,8.09,12.65,12432.6,24742.46,3.85,65.18,55.1,188183.76,0,3.7,AA-
Meera Power,Textiles,97057.79,11436.39,14.99,10.47,0.41,16.04,2.21,1.35,8.94,12.71,16247.46,20895.18,5.9,64.28,54.45,85473.71,1,1.8,AA+
Ganga Ventures,IT & Technology,5353.56,11596.78,18.08,15.81,0.84,5.41,1.33,1.41,7.45,18.61,3138.36,37241.62,4.11,55.27,41.42,67156.71,0,3.8,A
Param Textiles,Automobile,11499.79,1170.98,6.9,0.38,2.56,1.19,1.34,0.88,4.38,5.46,325.56,19783.72,1.11,24.77,33.51,3251.55,0,6.3,BB+
Vivek Capital,Pharmaceuticals,14264.29,-533.39,14.68,1.27,1.96,1.46,1.65,0.82,1.94,6.1,853.78,17776.77,1.33,41.98,10.0,5958.39,1,6.0,BB
Bharat Chemicals,Chemicals,1203.67,-487.31,-19.74,-15.45,1.79,-1.34,0.58,0.38,-2.86,-29.5,-371.05,12087.14,0.29,21.13,10.0,560.92,0,8.8,D
Bharat Textiles,FMCG,24074.15,5147.54,14.06,5.39,0.67,5.47,1.84,1.49,8.47,13.97,2339.49,41156.04,2.72,46.79,29.76,28017.67,1,3.1,A+
Laxmi Technologies,FMCG,24827.93,10450.9,22.04,18.19,1.16,9.91,2.02,1.49,6.78,18.3,3375.53,5943.17,4.02,37.01,37.27,23590.06,0,4.5,A-
Arun Steel,Real Estate,63229.45,22724.55,25.04,24.94,0.65,7.3,2.23,1.54,10.25,11.37,13321.19,5370.96,1.27,54.56,30.66,48307.78,0,1.8,AA
Laxmi Pharma,Pharmaceuticals,13263.58,1731.69,16.94,12.18,1.41,4.73,1.73,0.75,5.88,13.99,1715.27,10512.48,2.07,30.22,13.12,9998.65,1,5.2,BBB
Raj Foods,Power & Utilities,1419.42,-868.75,-25.8,-20.81,4.6,-1.3,0.12,0.23,-5.83,-40.29,-89.15,7703.01,-0.16,9.05,10.0,289.22,1,10.0,D
Narmada Logistics,Banking & Financial Services,688.54,2030.45,10.52,4.2,1.24,3.5,0.86,1.0,2.59,11.04,4785.09,25556.82,1.89,41.65,24.67,28448.81,1,4.9,BBB-
Sagar Polymers,IT & Technology,17173.76,366.88,11.33,10.12,1.54,3.61,1.84,1.13,4.53,7.34,5089.72,29243.81,2.7,74.0,11.13,734.99,1,5.7,BBB
Durga Steel,Textiles,41816.69,7940.01,13.87,11.64,0.86,7.57,1.91,1.53,7.69,19.73,8526.92,10196.0,3.91,66.71,37.59,58421.53,0,2.2,A
Sagar Pharma,Real Estate,7723.67,233.33,9.38,1.36,1.51,0.75,1.1,0.57,0.07,0.49,392.67,26005.08,0.26,77.01,13.22,4450.56,1,7.5,B
Saraswati Agri,Steel & Metals,16925.13,901.81,10.97,11.55,0.58,4.03,1.29,0.76,8.94,8.14,465.82,17756.33,1.42,48.08,25.55,23519.87,0,4.4,BBB+
Bharat Technologies,Infrastructure & Construction,66085.08,13218.15,22.03,21.92,0.48,13.28,2.81,2.12,13.07,18.0,10615.75,19070.56,1.63,65.19,45.67,149531.46,0,3.0,AA
Param Finance,Banking & Financial Services,5204.87,2238.3,7.62,11.46,0.57,4.19,1.93,1.15,4.42,25.18,5851.96,11752.55,2.26,49.92,29.9,89064.93,0,5.0,A
Raj Chemicals,Real Estate,39189.43,16985.05,31.13,20.78,0.76,9.18,2.2,0.61,10.41,22.37,16381.02,20962.15,5.5,54.16,31.26,71910.3,0,3.0,AA+
Laxmi Foods,Chemicals,57212.05,18269.86,22.51,15.77,0.06,11.13,2.25,1.16,10.69,16.97,21585.87,9266.48,4.13,47.09,33.63,116609.14,0,2.5,AA-
Nav Limited,Pharmaceuticals,93308.88,18075.73,36.19,18.47,0.24,16.81,2.94,2.32,14.95,24.35,15071.65,6449.83,2.86,48.63,90.25,10.0,0,1.0,AAA
Vivek Ventures,Energy & Oil,51355.94,-2411.43,18.82,17.82,1.01,5.33,1.02,0.84,11.47,13.61,5712.7,32253.03,1.76,56.89,26.96,58811.08,0,2.2,A-
Anand Limited,Automobile,10726.27,4281.56,16.97,8.09,1.56,3.26,1.42,0.88,6.91,11.87,1497.48,2131.64,2.35,39.07,24.72,55289.0,0,6.3,BBB
Surya Infra,Telecom,20313.75,12319.39,20.13,13.46,1.41,5.44,1.81,0.98,10.22,12.76,10090.84,3251.3,3.24,44.28,40.77,49593.22,0,3.2,A
Vijay Holdings,Pharmaceuticals,14693.01,11270.04,14.76,10.93,0.9,9.23,1.8,1.22,8.68,6.71,1205.42,22369.5,2.23,32.79,42.29,57792.7,0,2.9,A-
Ganga Industries,Automobile,2119.09,54.33,-6.59,-7.78,2.81,0.33,0.82,0.5,-1.02,-6.57,-187.35,6858.48,0.04,11.86,10.0,913.37,0,9.6,C
Surya Steel,Telecom,4567.57,1854.66,8.09,6.05,2.28,2.99,1.03,1.0,0.19,10.89,784.99,15962.72,0.59,36.56,28.84,5439.79,1,6.5,BB+
Chanakya Chemicals,Textiles,25626.69,3383.0,10.34,8.17,1.84,4.1,1.37,1.56,7.32,13.45,3071.22,28763.29,2.18,21.81,27.95,17587.91,1,4.8,BBB+
Aarav Enterprises,Chemicals,1994.72,-620.75,26.23,13.85,0.08,4.85,2.15,1.2,11.11,19.2,573.16,25850.14,2.44,35.33,14.55,25819.35,0,3.7,A+
Saraswati Ceramics,Pharmaceuticals,7132.64,579.78,8.0,0.2,2.98,0.93,0.81,0.88,-2.5,-4.49,314.81,9880.14,0.44,19.18,10.0,5230.84,0,8.8,B
Priya Ceramics,Media & Entertainment,1397.8,1347.94,12.82,17.16,0.93,6.16,1.89,1.28,5.2,17.05,5255.45,9995.18,3.26,46.89,34.73,46250.63,1,3.7,A+
Priya Infra,Automobile,14093.4,8949.01,21.77,14.05,1.11,4.77,2.07,0.7,7.7,13.9,11791.38,25654.97,3.29,30.86,27.78,24609.2,0,3.0,A
Param Ceramics,Aviation,4219.84,444.3,-1.36,-0.58,2.82,1.04,0.44,0.51,2.53,5.35,565.41,4114.82,1.12,34.33,21.55,3008.26,1,8.2,B
Prem Textiles,Pharmaceuticals,10564.86,2247.54,7.73,12.87,0.99,5.39,1.27,0.77,7.64,10.78,2385.57,4620.49,1.57,53.14,11.01,11913.68,0,5.1,BBB+
Raj Finance,FMCG,15397.8,960.04,7.24,12.24,1.54,1.85,1.06,0.74,3.12,9.76,1042.39,26770.96,1.51,44.92,21.01,14652.42,0,8.5,BB+
Vijay Infra,Automobile,9874.15,2298.07,8.94,4.45,1.59,6.22,1.23,1.09,5.44,14.0,6493.69,38251.68,1.68,54.35,30.28,19698.64,0,4.4,BBB
Saraswati Chemicals,Chemicals,26481.53,5502.62,13.96,8.78,1.68,1.45,1.27,1.5,5.6,7.61,2711.11,32257.23,0.53,50.12,20.28,10.0,0,4.9,BBB-
Surya Solutions,Energy & Oil,29566.38,5932.83,14.89,6.18,0.59,7.72,1.89,1.28,5.4,13.5,8948.63,35571.76,2.42,20.66,23.9,35519.16,0,3.2,A+
Sahyadri Logistics,Textiles,44697.9,7332.17,24.95,5.97,0.71,2.12,1.63,0.93,11.2,16.64,10059.32,21559.78,1.98,39.38,35.19,104304.84,0,3.2,A+
Shri Exports,IT & Technology,26602.12,7359.15,30.13,16.93,0.88,6.22,1.92,1.47,6.97,11.62,10128.88,28329.74,3.56,71.75,38.25,60756.45,0,3.7,A
Deccan Capital,FMCG,22736.33,12031.42,34.31,10.82,0.35,13.32,2.06,1.56,14.22,15.13,2188.39,5333.37,4.38,60.59,31.61,30472.5,0,3.4,AA
Sahyadri Technologies,Steel & Metals,1492.55,168.06,0.24,-0.1,2.77,2.06,0.94,0.59,2.29,5.78,26.7,30416.48,0.79,38.55,15.31,3864.68,0,7.0,B+
Anand Holdings,Aviation,44100.88,8240.56,24.91,11.14,0.69,7.46,1.94,1.01,11.36,17.93,5703.18,20976.53,3.09,59.93,12.87,61270.43,0,1.6,A+
Durga Chemicals,Telecom,16961.9,4389.22,17.9,10.41,1.07,2.25,0.86,1.27,6.41,14.51,1194.75,29646.04,1.05,37.57,25.26,29948.11,0,5.5,BBB+
Himalaya Engineering,Real Estate,6799.68,507.4,6.33,1.94,3.13,2.61,1.43,0.75,3.0,9.1,496.52,13086.92,1.0,35.74,18.39,3069.74,0,6.7,BB
Shri Technologies,Aviation,7103.76,538.03,10.42,2.49,1.83,2.88,0.84,1.23,2.89,8.24,348.35,27422.12,1.16,36.48,13.4,6389.05,0,6.6,BB
Vindhya Pharma,FMCG,29282.52,4298.6,16.15,10.16,0.94,7.32,2.12,1.3,8.96,14.33,-969.19,24761.1,2.5,39.53,25.19,54052.74,1,2.9,A-
Ganga Foods,Banking & Financial Services,57862.24,287.82,19.08,7.33,0.57,5.6,1.4,1.5,11.38,18.37,10098.45,7303.96,2.61,57.61,42.45,102600.59,0,4.2,A-
Parvati Capital,Automobile,2380.16,-461.48,-20.31,-23.58,4.25,-0.97,0.14,0.15,-12.46,-20.5,-44.45,3181.91,0.41,19.48,10.0,10.0,0,10.0,D
Shakti Industries,Automobile,16697.78,3215.63,16.14,3.67,1.16,5.19,1.73,0.97,8.13,7.22,750.94,42363.47,2.09,44.53,23.45,7900.53,1,5.2,BBB-
Arun Textiles,Aviation,8099.42,272.2,11.06,2.41,1.21,3.01,1.69,1.19,3.98,6.2,757.79,20056.02,1.07,60.46,10.0,6225.65,0,5.8,BB-
Meera Capital,Aviation,3279.55,607.78,11.07,-2.88,1.41,0.53,0.59,0.38,-0.46,7.93,106.38,12251.0,0.56,44.5,23.25,780.93,0,7.8,B
Bharat Solutions,Infrastructure & Construction,8084.32,1520.1,11.56,9.57,2.11,2.43,1.04,0.97,1.56,7.33,2529.97,10.0,1.27,45.8,16.18,6772.88,0,6.3,BB
Arjun Polymers,Aviation,55549.49,10586.73,37.13,14.99,0.61,7.99,2.67,1.89,12.26,13.89,6485.58,42234.08,3.04,64.41,27.83,160502.99,0,1.7,AA-
Bharat Agri,Automobile,7876.58,1892.39,17.02,8.21,0.76,3.47,1.06,1.16,6.65,10.93,2988.98,41025.49,1.72,36.67,29.79,3010.19,0,4.5,BBB+
Durga Limited,Real Estate,32454.5,12249.39,30.4,20.42,0.69,11.01,2.07,0.66,12.1,8.88,-540.2,20059.99,4.06,53.49,65.03,127726.1,0,3.6,AA
Parvati Logistics,Telecom,30651.13,4025.12,11.12,6.35,0.62,3.45,1.08,0.92,5.52,5.05,225.27,13917.82,1.77,42.07,21.29,9407.19,1,4.6,BBB-
Vikram Solutions,Automobile,1680.25,-193.12,-4.33,-7.91,5.02,0.11,0.41,0.5,-3.84,-12.77,-88.92,17475.96,0.75,31.01,13.3,32.32,0,8.2,C
Jai Chemicals,Pharmaceuticals,18425.7,6222.39,16.25,5.19,0.69,5.47,1.55,1.11,4.31,11.8,723.47,24646.38,1.21,43.69,17.57,10.0,0,4.3,BBB+
Arjun Infra,Telecom,26212.98,7507.75,28.84,13.22,0.9,6.99,2.15,1.46,8.7,17.84,-3706.54,59335.77,4.07,54.61,15.04,86310.51,0,3.9,A-
Parvati Chemicals,Energy & Oil,28683.78,50716.88,19.9,20.34,0.01,14.79,2.54,2.57,12.72,27.69,8782.91,12744.31,4.61,65.96,62.37,272222.52,0,2.0,AAA
Anand Agri,Automobile,653.2,16.64,4.65,-18.4,4.73,0.5,0.87,0.44,-4.7,-5.85,-494.02,7284.22,0.13,45.84,10.25,267.11,0,9.4,C
Krishna Pharma,Energy & Oil,74819.81,7506.53,6.2,17.58,0.32,11.87,2.68,2.05,16.23,22.95,21497.29,38548.72,5.27,57.59,22.66,248936.22,0,3.5,AA
Anand Corporation,Steel & Metals,57989.01,35567.07,12.89,17.95,0.24,17.31,3.44,1.45,15.98,28.13,39113.2,20653.02,4.31,51.83,91.58,273734.19,0,1.0,AAA
Anand Power,Media & Entertainment,13238.69,10340.94,21.77,4.21,0.99,2.86,2.34,1.37,6.84,18.96,7414.0,47873.91,2.86,53.67,28.58,57889.01,0,3.1,A+
Ganga Infra,Telecom,66198.88,7836.89,12.6,16.83,0.57,9.67,1.45,1.72,11.8,14.44,2879.05,18971.34,4.45,62.17,28.79,108215.51,0,1.6,AA+
Desh Holdings,IT & Technology,31136.8,13528.38,13.63,16.62,1.29,5.56,1.66,1.66,7.53,5.59,5604.82,35056.06,3.39,41.43,28.76,79307.22,0,2.3,A-
Durga Power,Cement,27376.38,2571.78,20.46,3.81,1.15,4.11,1.37,0.7,0.23,15.57,2946.47,34001.61,2.26,55.16,20.79,27346.5,0,5.1,BBB+
Himalaya Steel,Aviation,64230.62,752.6,11.97,15.95,0.55,10.09,2.33,1.86,10.21,11.31,-637.37,50429.42,1.6,71.02,40.04,47712.42,0,3.9,A
Desh Enterprises,Energy & Oil,44939.74,23979.81,33.35,16.62,0.38,13.92,1.19,1.78,13.22,14.69,16842.71,21683.37,3.25,67.63,25.71,152151.6,0,2.7,AA+
Chanakya Corporation,Textiles,51096.1,10222.13,27.34,15.68,0.71,11.68,2.43,1.72,9.58,16.79,12489.3,19919.69,4.91,58.93,47.64,15838.96,0,2.0,AA
Meera Exports,Cement,11232.24,14907.84,23.49,15.91,0.94,5.81,1.69,1.57,10.83,14.73,14290.17,25040.22,1.68,31.34,11.75,37585.65,0,4.0,A
Himalaya Solutions,Power & Utilities,49284.8,19903.6,25.27,16.05,0.38,14.27,1.43,1.72,10.46,21.13,10875.02,22103.72,3.53,71.93,42.04,218179.07,0,2.5,AA+
Surya Ceramics,Pharmaceuticals,13546.73,4128.49,12.06,8.44,1.2,3.89,1.51,1.1,5.19,15.71,3260.62,51271.84,1.82,59.51,16.74,41011.84,1,5.4,BBB-
